trade_date,open,high,low,close,volume,mkt_cap
2022-11-21,33.5,43.18,33.38,37.5,331205.23,2130681.8175
2022-11-22,39.19,44.98,38.66,44.0,280767.73,2499999.9992
2022-11-23,41.3,41.65,38.4,38.7,204491.15,2198863.6357
2022-11-24,37.5,40.2,37.3,39.3,159443.14,2232954.5447
2022-11-25,38.88,40.58,37.11,37.12,131711.32,2109090.9084
2022-11-28,35.7,38.35,35.1,37.6,112827.74,2136363.6357
2022-11-29,37.19,38.78,36.55,37.8,120763.6,2147727.272
2022-11-30,37.22,39.75,36.4,39.14,135184.0,2223863.6357
2022-12-01,38.73,40.97,38.72,39.17,132312.33,2225568.1811
2022-12-02,38.51,40.18,37.51,37.79,115557.31,2147159.0902
2022-12-05,37.6,40.58,37.58,40.18,130922.35,2282954.5447
2022-12-06,39.75,41.2,38.74,39.35,95193.5,2235795.4538
2022-12-07,39.02,39.3,38.23,38.41,59189.83,2182386.3629
2022-12-08,38.48,39.12,37.71,37.86,57883.19,2151136.3629
2022-12-09,37.88,38.28,36.05,36.14,88315.2,2053409.0903
2022-12-12,36.11,36.85,35.7,36.38,46004.69,2067045.4539
2022-12-13,36.14,36.3,35.21,35.34,51691.46,2007954.5448
2022-12-14,35.19,35.78,35.07,35.26,34216.42,2003409.0903
2022-12-15,35.48,35.96,34.82,35.38,42271.12,2010227.2721
2022-12-16,35.02,35.13,33.83,33.9,53290.33,1926136.363
2022-12-19,33.92,35.12,33.9,34.31,39157.31,1949431.8176
2022-12-20,34.58,35.67,34.58,35.34,55834.11,2007954.5448
2022-12-21,34.71,34.99,33.44,34.05,41277.7,1934659.0903
2022-12-22,34.76,34.78,33.8,34.12,31895.19,1938636.363
2022-12-23,33.6,34.64,33.3,33.92,32623.86,1927272.7267
2022-12-26,33.77,34.45,33.76,34.12,26307.31,1938636.363
2022-12-27,34.1,34.43,31.88,32.96,87372.52,1872727.2721
2022-12-28,33.0,34.08,32.61,33.32,49475.64,1893181.8176
2022-12-29,33.13,33.89,33.02,33.18,31131.5,1885227.2721
2022-12-30,33.92,34.76,33.26,34.11,45804.99,1938068.1812
2023-01-03,34.08,36.47,34.08,36.1,81766.64,2051136.363
2023-01-04,36.0,37.21,35.72,35.78,54238.78,2032954.5448
2023-01-05,35.71,36.9,35.42,36.6,57591.57,2079545.4539
2023-01-06,36.51,36.98,36.17,36.78,37242.63,2089772.7266
2023-01-09,36.98,38.18,36.67,38.0,52947.16,2159090.9084
2023-01-10,37.89,38.09,37.18,37.63,29698.65,2138068.1811
2023-01-11,37.52,37.9,36.59,36.66,27740.71,2082954.5448
2023-01-12,36.53,37.44,36.29,37.28,21160.2,2118181.8175
2023-01-13,37.2,37.41,35.79,36.08,23939.05,2049999.9993
2023-01-16,36.16,38.18,36.16,37.73,37875.0,2143749.9993
2023-01-17,37.88,37.88,36.76,36.82,21479.48,2092045.4539
2023-01-18,36.69,38.05,36.3,37.23,27689.83,2115340.9084
2023-01-19,37.7,38.72,37.31,38.12,38937.57,2165909.0902
2023-01-20,38.03,38.58,37.56,37.75,30200.33,2144886.363
2023-01-30,38.31,38.82,37.9,37.97,38664.19,2157386.3629
2023-01-31,37.68,38.08,36.6,36.81,39525.74,2091477.2721
2023-02-01,36.9,39.35,36.88,39.02,58278.03,2217045.4538
2023-02-02,38.84,39.03,38.07,38.38,31773.68,2180681.8175
2023-02-03,38.16,40.03,37.89,39.75,55981.17,2258522.7266
2023-02-06,40.45,41.38,39.52,40.6,76857.87,2306818.1811
2023-02-07,41.0,43.4,40.29,42.52,91835.53,2415909.0901
2023-02-08,43.44,45.03,41.3,41.42,121767.85,2353409.0902
2023-02-09,40.58,45.6,40.27,45.2,119999.36,2568181.8174
2023-02-10,45.64,46.19,42.74,43.71,127462.94,2483522.7265
2023-02-13,43.17,44.35,42.65,43.73,96363.73,2484659.0901
2023-02-14,44.23,44.26,42.2,42.7,63195.42,2426136.3629
2023-02-15,42.9,44.1,42.75,43.4,73182.0,2465909.0901
2023-02-16,42.75,43.0,40.3,40.68,87961.62,2311363.6356
2023-02-17,40.5,41.36,39.46,39.5,49790.61,2244318.1811
2023-02-20,39.88,41.93,39.31,41.85,54031.83,2377840.9083
2023-02-21,41.4,42.25,40.89,41.46,40511.14,2355681.8174
2023-02-22,40.77,42.15,40.68,41.43,32344.3,2353977.272
2023-02-23,41.2,41.75,40.34,40.59,26304.47,2306249.9993
2023-02-24,40.61,43.11,40.61,42.22,66842.69,2398863.6356
2023-02-27,41.7,42.36,40.9,41.4,32838.83,2352272.7265
2023-02-28,43.0,45.4,42.36,44.3,103811.29,2517045.4537
2023-03-01,44.2,45.48,43.76,44.72,71847.36,2540909.0901
2023-03-02,44.2,46.2,44.01,44.08,67779.8,2504545.4537
2023-03-03,43.28,43.89,42.67,43.09,44075.13,2448295.4538
2023-03-06,43.3,46.01,43.16,45.14,63954.37,2564772.7265
2023-03-07,44.68,46.94,44.0,44.25,53655.93,2514204.5447
2023-03-08,45.1,46.19,44.89,45.7,54314.15,2596590.9083
2023-03-09,45.38,47.77,43.96,47.31,60786.72,2688068.181
2023-03-10,46.5,47.47,45.99,46.12,44437.18,2620454.5446
2023-03-13,46.0,48.84,45.6,47.15,58828.1,2678977.2719
2023-03-14,46.7,47.06,45.9,46.76,33730.82,2656818.181
2023-03-15,47.03,47.68,45.65,47.04,38515.38,2672727.2719
2023-03-16,46.29,46.45,44.5,44.91,40434.35,2551704.5446
2023-03-17,45.38,47.37,45.33,46.69,48876.0,2652840.9082
2023-03-20,46.52,47.22,45.03,45.3,40072.45,2573863.6355
2023-03-21,45.23,45.68,43.92,45.11,39787.98,2563068.181
2023-03-22,44.77,48.88,44.49,48.88,66979.12,2777272.7264
2023-03-23,47.9,53.15,47.79,51.92,81262.58,2949999.9991
2023-03-24,51.45,52.92,50.4,51.9,52777.23,2948863.6354
2023-03-27,51.49,51.93,49.7,50.8,45762.22,2886363.6354
2023-03-28,50.05,51.24,48.73,50.03,36350.21,2842613.6355
2023-03-29,49.86,53.83,49.35,52.3,57225.61,2971590.9081
2023-03-30,51.58,52.56,49.7,49.77,46209.4,2827840.9082
2023-03-31,49.29,50.93,47.9,50.62,41214.1,2876136.3627
2023-04-03,50.01,54.34,50.01,54.07,70018.34,3072159.0899
2023-04-04,53.5,55.96,52.82,54.5,59497.28,3096590.9081
2023-04-06,52.8,57.63,52.36,53.9,60282.72,3062499.999
2023-04-07,53.7,55.7,52.71,54.6,38463.47,3102272.7263
2023-04-10,54.6,57.51,53.18,53.66,54380.53,3048863.6354
2023-04-11,53.18,55.24,52.7,53.9,40677.27,3062499.999
2023-04-12,53.9,64.68,53.06,64.68,109029.69,3674999.9988
2023-04-13,63.5,64.5,58.58,59.63,97193.92,3388068.1807
2023-04-14,59.0,59.38,55.74,57.88,66676.13,3288636.3626
2023-04-17,57.0,58.95,56.05,58.3,58638.73,3312499.9989
2023-04-18,57.55,63.88,57.0,60.32,109830.61,3427272.7262
2023-04-19,59.1,63.79,59.1,59.43,84960.26,3376704.5444
2023-04-20,60.2,62.86,59.59,62.31,76819.67,3540340.908
2023-04-21,64.5,69.95,61.63,64.64,109950.41,3672727.2716
2023-04-24,63.0,69.95,62.57,68.44,92609.74,3888636.3624
2023-04-25,66.5,68.7,63.88,67.31,71848.87,3824431.817
2023-04-26,67.0,67.0,54.07,55.6,138411.09,3159090.9081
2023-04-27,52.9,53.8,50.2,50.89,101575.24,2891477.2718
2023-04-28,51.91,54.43,51.7,53.4,70984.22,3034090.9081
2023-05-04,52.5,53.54,48.8,49.68,85267.0,2822727.2718
2023-05-05,49.49,49.7,46.38,47.22,82377.05,2682954.5446
2023-05-08,47.19,48.43,46.14,47.66,58419.74,2707954.5446
2023-05-09,48.02,51.58,48.01,48.47,78359.7,2753977.2718
2023-05-10,48.01,50.95,48.01,49.18,78576.87,2794318.1809
2023-05-11,48.43,48.66,46.0,46.48,63236.56,2640909.0901
2023-05-12,46.16,47.52,46.04,46.49,39105.02,2641477.2719
2023-05-15,46.45,47.39,45.67,47.25,36280.1,2684659.0901
2023-05-16,47.31,47.31,45.15,45.45,38775.7,2582386.3628
2023-05-17,45.01,46.49,45.01,45.83,34058.64,2603977.2719
2023-05-18,46.65,50.62,46.23,50.45,111917.87,2866477.2718
2023-05-19,48.66,49.9,47.77,48.0,77748.62,2727272.7264
2023-05-22,47.52,47.77,45.28,46.09,85783.76,2618749.9992
2023-05-23,46.09,47.39,45.67,46.15,53836.09,2622159.0901
2023-05-24,45.58,47.86,45.35,46.63,61680.56,2649431.8173
2023-05-25,48.22,51.68,47.81,49.06,105834.76,2787499.9991
2023-05-26,49.72,51.87,48.66,50.9,104148.99,2892045.4536
2023-05-29,51.58,55.66,50.18,53.6,122273.51,3045454.5445
2023-05-30,54.8,58.3,53.62,57.95,129091.09,3292613.6353
2023-05-31,55.0,57.57,54.09,56.24,113491.06,3195454.5444
2023-06-01,54.8,56.54,54.36,55.1,70743.76,3130681.8172
2023-06-02,55.06,55.8,53.08,53.23,66286.64,3024431.8172
2023-06-05,53.32,57.27,53.1,56.37,91012.07,3202840.9081
2023-06-06,56.0,57.36,54.67,55.57,76812.84,3157386.3626
2023-06-07,56.0,60.4,54.31,60.13,101794.7,3416477.2716
2023-06-08,58.96,62.3,57.44,58.39,88699.8,3317613.6353
2023-06-09,58.0,61.63,57.73,60.65,72524.32,3446022.7262
2023-06-12,60.05,62.36,58.1,59.3,66893.94,3369318.1807
2023-06-13,58.5,59.11,55.16,58.0,101524.47,3295454.5444
2023-06-14,57.13,60.8,56.8,59.31,93001.71,3369886.3626
2023-06-15,58.65,61.77,57.63,57.77,106119.26,3282386.3626
2023-06-16,56.0,60.78,56.0,60.48,95788.2,3436363.6353
2023-06-19,60.6,63.53,59.83,63.4,124209.2,3602272.7261
2023-06-20,61.93,68.68,60.36,66.65,124686.96,3786931.817
2023-06-21,66.5,76.65,63.0,68.7,156420.87,3903409.0897
2023-06-26,67.83,71.89,61.6,62.11,146240.67,3528977.2716
2023-06-27,62.11,62.8,59.11,61.29,73932.54,3482386.3625
2023-06-28,62.95,63.3,55.88,57.06,91815.72,3242045.4535
2023-06-29,55.94,59.19,55.94,58.29,71430.74,3311931.8171
2023-06-30,57.01,63.03,56.84,61.72,95910.29,3506818.1807
2023-07-03,62.98,65.0,61.2,62.84,101167.41,3570454.5443
2023-07-04,61.6,64.3,61.0,61.88,75181.27,3515909.0898
2023-07-05,62.0,62.25,58.55,58.88,78769.88,3345454.5444
