trade_date,open,high,low,close,volume,mkt_cap
2020-08-18,150.0,174.0,143.0,148.0,318252.42,7151254.6684
2020-08-19,149.0,157.0,136.0,146.99,140888.8,7102452.1872
2020-08-20,139.0,143.0,125.88,128.48,111190.91,6208062.1608
2020-08-21,128.53,138.0,124.0,130.22,67919.17,6292137.7224
2020-08-24,126.0,136.6,122.22,131.71,46187.51,6364133.462
2020-08-25,129.56,133.5,115.33,119.8,65060.35,5788650.7383
2020-08-26,118.56,119.45,108.0,109.6,40078.06,5295793.9977
2020-08-27,109.99,119.9,106.68,114.72,41411.48,5543188.7538
2020-08-28,113.01,120.2,111.02,118.19,32413.35,5710856.6842
2020-08-31,117.25,125.5,117.25,119.98,31042.31,5797348.2102
2020-09-01,119.0,119.89,112.85,114.0,29749.35,5508398.8662
2020-09-02,115.0,117.0,110.01,110.5,21865.89,5339281.3572
2020-09-03,110.85,122.88,108.05,120.78,45162.7,5836003.6409
2020-09-04,119.05,128.0,119.0,122.05,35664.76,5897369.137
2020-09-07,119.6,123.81,98.22,102.8,61706.51,4967222.8372
2020-09-08,97.0,101.0,96.88,97.6,28508.35,4715962.5381
2020-09-09,97.0,101.49,94.0,97.88,21766.69,4729491.9388
2020-09-10,99.74,100.53,89.0,91.08,35814.28,4400920.7784
2020-09-11,89.33,97.09,88.32,95.65,22262.01,4621739.9259
2020-09-14,99.0,109.5,98.0,104.28,38168.99,5038735.3839
2020-09-15,104.56,110.7,100.36,105.3,31247.34,5088021.058
2020-09-16,104.58,107.71,102.1,107.28,15870.68,5183693.2488
2020-09-17,107.0,110.38,104.0,107.0,20918.59,5170163.8481
2020-09-18,107.02,111.99,104.51,105.91,29429.57,5117495.8239
2020-09-21,104.5,107.77,103.02,104.82,23626.38,5083921.6012
2020-09-22,104.0,105.49,102.5,103.04,15379.19,4997589.0268
2020-09-23,104.45,109.16,103.0,105.55,22147.26,5119327.657
2020-09-24,105.04,105.92,102.5,103.13,14623.44,5001954.1569
2020-09-25,103.13,103.67,98.72,98.85,14834.34,4794367.9668
2020-09-28,95.95,97.86,91.2,91.2,24824.84,4423331.9026
2020-09-29,93.22,97.4,93.0,94.4,14054.59,4578536.5307
2020-09-30,94.79,95.24,91.95,92.5,8397.47,4486383.7828
2020-10-09,95.97,96.99,94.03,95.41,8617.45,4627522.9915
2020-10-12,96.94,102.99,95.5,102.25,19645.26,4959272.8842
2020-10-13,102.3,109.44,100.89,106.52,23319.98,5166374.0599
2020-10-14,106.89,107.0,102.0,103.99,18145.99,5043665.4007
2020-10-15,103.58,108.33,102.85,102.88,11550.66,4989828.7953
2020-10-16,103.92,105.21,97.91,100.2,12393.92,4859844.9193
2020-10-19,102.26,102.43,96.0,97.12,15038.16,4710460.4647
2020-10-20,95.99,98.28,94.51,98.0,9729.99,4753141.7374
2020-10-21,98.3,98.33,93.89,94.03,12705.86,4560590.9956
2020-10-22,93.15,95.86,93.11,93.43,8168.0,4531490.1278
2020-10-23,93.9,94.92,86.5,88.0,20237.96,4268127.2744
2020-10-26,87.5,92.0,86.6,91.2,12227.9,4427930.0789
2020-10-27,90.61,92.18,90.05,91.97,5720.5,4465315.0149
2020-10-28,91.52,92.5,86.21,89.0,21291.0,4321115.9761
2020-10-29,88.0,88.37,83.5,86.0,28338.76,4175460.3814
2020-10-30,86.0,91.0,85.24,85.24,23584.0,4138560.9641
2020-11-02,86.1,87.78,82.58,85.8,23631.12,4165750.0084
2020-11-03,86.7,92.86,86.46,91.3,22555.07,4432785.2654
2020-11-04,91.5,94.2,89.13,89.55,20104.81,4347819.5018
2020-11-05,92.0,93.26,90.01,92.17,16071.73,4475025.3878
2020-11-06,92.17,93.88,90.5,91.43,13575.31,4439097.0078
2020-11-09,92.97,109.72,91.8,109.72,53419.23,5327110.6168
2020-11-10,109.0,109.0,101.97,103.58,34414.79,5029002.1663
2020-11-11,101.42,105.96,99.5,101.18,20613.09,4912477.6906
2020-11-12,102.98,103.97,97.67,99.6,14790.82,4835765.744
2020-11-13,99.5,102.12,98.03,101.3,14225.98,4918303.9144
2020-11-16,101.75,101.98,97.5,98.28,15125.07,4771677.2824
2020-11-17,98.46,98.47,92.6,95.98,20841.35,4660007.9931
2020-11-18,94.51,98.24,93.02,94.25,15122.89,4576013.2668
2020-11-19,94.0,96.7,92.05,93.8,12623.84,4554164.9276
2020-11-20,93.8,94.65,91.0,92.19,10790.28,4475996.4251
2020-11-23,93.0,93.0,89.0,90.68,15483.74,4402683.1091
2020-11-24,91.96,96.88,91.0,93.49,20953.22,4539113.8495
2020-11-25,93.35,96.58,92.59,94.9,17512.83,4607571.979
2020-11-26,94.25,96.0,92.23,92.86,10934.11,4508526.1746
2020-11-27,92.8,94.83,91.1,94.15,12581.5,4571158.0803
2020-11-30,95.0,99.76,94.61,96.52,20475.47,4686226.0001
2020-12-01,97.0,100.97,96.38,98.0,17494.6,4758082.7602
2020-12-02,98.0,100.99,96.3,100.06,17005.76,4858099.6019
2020-12-03,98.9,100.9,96.61,96.61,13845.5,4690595.668
