trade_date,open,high,low,close,volume,mkt_cap
2022-04-20,95.01,104.96,88.1,92.3,205632.9,1167399.2963
2022-04-21,94.99,111.0,93.68,101.59,122896.17,1284898.0987
2022-04-22,103.0,106.0,96.38,98.15,68169.46,1241389.3926
2022-04-25,95.1,98.98,89.51,89.71,62791.37,1134641.2879
2022-04-26,90.5,96.53,90.5,92.16,43107.71,1165628.5932
2022-04-27,92.0,110.59,90.51,110.59,39845.96,1398729.016
2022-04-28,111.5,118.3,105.05,115.5,45277.8,1460830.1054
2022-04-29,115.98,121.0,111.8,119.28,27502.98,1508639.0906
2022-05-05,117.49,117.49,107.48,110.85,49540.77,1402017.4647
2022-05-06,106.51,117.8,106.22,109.25,26741.66,1381780.8572
2022-05-09,108.16,113.55,106.53,110.1,27952.45,1392531.555
2022-05-10,107.97,131.9,107.22,126.0,38646.09,1593632.8422
2022-05-11,126.68,130.88,121.5,128.0,36885.34,1618928.6016
2022-05-12,125.91,145.0,123.88,129.5,39346.15,1637900.4212
2022-05-13,132.73,137.7,128.74,131.6,24454.33,1664460.9685
2022-05-16,134.1,139.28,130.5,133.53,26169.0,1688871.3763
2022-05-17,134.28,141.0,134.0,138.17,25934.53,1747557.5381
2022-05-18,139.88,144.88,134.53,141.0,22698.89,1783351.0377
2022-05-19,138.02,144.3,136.1,139.0,22238.91,1758055.2783
2022-05-20,137.49,145.88,136.55,144.02,16984.41,1821547.6344
2022-05-23,144.14,155.0,144.08,149.18,16364.73,1886810.6936
2022-05-24,148.37,150.18,138.0,139.0,21626.09,1758055.2783
2022-05-25,139.99,144.7,137.74,139.99,17418.35,1770576.6792
2022-05-26,140.0,143.58,132.0,142.6,22337.34,1803587.6452
2022-05-27,143.0,145.48,138.01,141.8,14265.73,1793469.3415
2022-05-30,140.0,144.28,139.0,142.0,10804.54,1795998.9174
2022-05-31,141.73,147.89,141.0,146.58,11550.85,1853926.2064
2022-06-01,146.58,158.58,146.0,150.0,15499.49,1897181.955
2022-06-02,150.21,163.3,146.12,161.9,20727.63,2047691.7234
2022-06-06,163.0,164.6,153.51,158.66,22426.66,2006712.5932
2022-06-07,157.03,162.06,153.81,161.01,14269.71,2036435.1105
2022-06-08,162.28,163.88,149.0,154.35,21896.65,1952200.2317
2022-06-09,154.3,155.02,145.77,147.88,14457.99,1870368.45
2022-06-10,146.25,154.53,146.0,152.13,12668.57,1924121.9388
2022-06-13,150.0,151.56,142.18,149.1,23569.48,1885798.8633
2022-06-14,146.1,147.75,140.8,144.1,19867.74,1822559.4648
2022-06-15,144.7,155.8,143.99,151.53,16470.22,1916533.2109
2022-06-16,151.53,161.0,150.0,154.8,12751.7,1957891.7776
2022-06-17,152.0,158.02,150.98,153.95,10299.75,1947141.0798
2022-06-20,152.49,154.9,148.58,150.7,12154.24,1906035.4708
2022-06-21,150.98,158.58,148.5,154.0,10812.26,1947773.4738
2022-06-22,155.0,155.7,147.11,148.56,9743.03,1878969.0082
2022-06-23,148.52,160.5,148.51,160.0,12953.12,2023660.752
2022-06-24,157.87,161.59,153.68,154.3,11309.08,1951567.8377
2022-06-27,156.93,157.66,149.2,151.01,15138.0,1909956.3135
2022-06-28,151.68,156.8,149.0,155.11,13390.76,1961812.6203
2022-06-29,154.89,155.47,147.05,148.5,12205.34,1878210.1355
2022-06-30,146.0,155.58,146.0,155.1,9033.65,1961686.1415
2022-07-01,154.26,164.99,154.0,156.4,14151.08,1978128.3851
2022-07-04,156.91,157.0,147.0,149.38,14443.48,1889340.2696
2022-07-05,149.8,150.55,141.97,147.5,17030.45,1865562.2558
2022-07-06,146.21,176.0,146.21,170.9,28415.0,2161522.6407
2022-07-07,174.0,176.5,168.0,176.5,12898.68,2232350.7671
2022-07-08,173.5,182.98,173.0,175.59,14003.8,2220841.1965
2022-07-11,175.03,184.98,171.43,183.2,12049.02,2317091.561
2022-07-12,183.2,193.78,178.04,181.0,16417.3,2289266.2257
2022-07-13,178.21,181.66,171.05,176.0,14378.23,2226026.8272
2022-07-14,172.02,181.5,170.5,177.58,10082.92,2246010.4771
2022-07-15,175.43,202.15,175.43,200.0,23160.32,2529575.94
2022-07-18,196.26,200.0,192.4,193.6,10104.66,2448629.5099
