trade_date,open,high,low,close,volume,mkt_cap
2022-08-05,98.0,117.95,81.18,99.0,262638.06,4087356.1146
2022-08-08,90.23,91.21,83.33,84.55,169575.41,3490767.2676
2022-08-09,83.0,91.24,82.5,91.24,162009.69,3766973.4535
2022-08-10,88.64,97.74,86.06,89.02,156307.98,3675317.5891
2022-08-11,90.42,102.4,90.42,102.0,175368.37,4211215.3908
2022-08-12,104.0,104.0,90.3,90.4,152427.73,3732292.8562
2022-08-15,88.0,92.9,87.11,87.5,90352.31,3612562.2225
2022-08-16,86.88,88.26,84.48,85.6,74080.02,3534118.0142
2022-08-17,86.5,89.88,84.41,89.1,79616.61,3678620.5031
2022-08-18,87.0,88.78,85.18,86.21,68540.58,3559302.7337
2022-08-19,86.38,89.0,81.86,81.98,75837.55,3384661.1543
2022-08-22,80.0,80.8,73.0,75.93,85374.83,3134878.2806
2022-08-23,74.99,76.28,73.4,73.49,51633.01,3034139.4026
2022-08-24,73.2,74.39,68.3,69.12,64158.86,2853717.7236
2022-08-25,69.21,72.48,67.76,70.12,59664.54,2895004.149
2022-08-26,70.0,70.0,65.48,65.48,58037.27,2703435.1352
2022-08-29,63.63,67.3,63.0,65.7,33075.35,2712518.1488
2022-08-30,65.57,68.36,65.57,66.07,36873.31,2727794.1262
2022-08-31,66.0,68.19,65.19,66.16,48066.82,2731509.9045
2022-09-01,66.99,68.16,64.8,64.87,36351.49,2678250.4157
2022-09-02,64.87,69.91,63.63,69.2,62544.06,2857020.6377
2022-09-05,67.87,67.9,66.06,66.8,42264.24,2757933.2167
2022-09-06,67.38,67.6,66.01,67.02,29034.35,2767016.2303
2022-09-07,67.05,69.5,66.7,67.5,43501.11,2786833.7145
2022-09-08,66.6,67.27,64.21,64.23,40668.5,2651827.1034
2022-09-09,63.39,63.4,59.5,61.49,45527.98,2538702.2978
2022-09-13,61.7,63.47,61.26,61.52,27672.17,2539940.8906
2022-09-14,59.66,63.24,59.0,62.82,32905.19,2593613.2436
2022-09-15,62.61,62.99,59.76,60.55,31413.9,2499893.058
2022-09-16,60.02,61.87,60.01,60.39,24525.2,2493287.2299
2022-09-19,60.3,62.15,58.31,58.41,29538.7,2411540.1076
2022-09-20,59.0,59.8,58.2,59.43,23556.17,2453652.2615
2022-09-21,59.88,61.75,59.88,60.87,35397.83,2513104.7141
2022-09-22,59.91,61.53,59.66,60.18,25395.43,2484617.0806
2022-09-23,61.0,61.0,57.62,58.0,25288.43,2394612.6732
2022-09-26,57.32,58.7,56.15,56.6,20409.11,2336811.6776
2022-09-27,56.52,57.39,56.21,57.17,20015.11,2360344.9401
2022-09-28,57.2,57.58,54.18,54.21,23791.4,2238137.1209
2022-09-29,55.01,55.26,53.66,53.92,19080.94,2226164.0576
2022-09-30,53.6,54.8,51.42,51.69,21291.81,2134095.3289
2022-10-10,51.85,52.28,48.39,48.66,24258.4,2008997.46
2022-10-11,48.83,49.39,47.85,48.04,16096.46,1983399.8762
2022-10-12,48.18,50.3,47.76,50.22,27911.79,2073404.2836
2022-10-13,50.18,51.57,49.5,50.52,23941.89,2085790.2112
2022-10-14,51.0,52.29,50.88,51.45,20847.03,2124186.5868
2022-10-17,50.82,53.17,50.7,53.12,25596.56,2193134.9172
2022-10-18,53.41,53.7,51.8,52.19,18481.6,2154738.5416
2022-10-19,52.22,53.79,51.49,52.32,25166.07,2160105.7769
2022-10-20,51.86,60.37,51.8,59.52,81917.52,2457368.0398
2022-10-21,57.76,58.42,56.4,57.51,53586.22,2374382.3248
2022-10-24,57.52,60.49,57.52,58.0,46380.52,2394612.6732
2022-10-25,58.0,61.59,56.5,60.59,56914.57,2501544.515
2022-10-26,57.31,63.47,55.8,62.0,76056.01,2559758.3748
2022-10-27,60.2,62.41,59.79,60.42,48952.57,2494525.8227
2022-10-28,59.13,61.79,57.9,58.4,40386.75,2411127.2434
2022-10-31,58.0,62.03,57.8,62.03,52288.1,2560996.9676
2022-11-01,62.31,67.7,61.96,64.08,62941.12,2645634.1396
2022-11-02,63.15,67.48,63.15,65.49,60644.97,2703847.9994
2022-11-03,64.6,71.8,63.5,70.6,66718.17,2914821.6332
2022-11-04,70.7,71.88,68.5,70.16,49799.94,2896655.6061
2022-11-07,70.21,75.58,69.0,75.55,65817.04,3119189.439
2022-11-08,74.86,76.2,73.31,75.84,40589.95,3131162.5023
2022-11-09,74.5,75.5,69.0,69.16,59646.08,2855369.1807
2022-11-10,68.0,70.5,65.34,65.5,60937.27,2704260.8637
2022-11-11,68.16,71.48,67.28,67.36,61267.26,2781053.6149
2022-11-14,67.54,69.33,65.8,67.36,30290.61,2781053.6149
